ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,STATUS_TARGET
5009911,F,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23421,365243,1,0,0,0,Unknown,2,64.12,1,0.0,0
5009912,F,Y,Y,0,150700.0,Working,Higher education,Married,House / apartment,-16256,-4881,1,0,0,0,Accountants,2,44.51,0,13.36,0
5009913,M,N,Y,0,181800.0,Working,Secondary / secondary special,Married,House / apartment,-10282,-3159,1,0,0,0,Core staff,2,28.15,0,8.65,0
5009914,F,N,Y,0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23633,-10140,1,0,0,0,Unknown,2,64.7,0,27.76,0
5009915,M,Y,Y,0,238900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22742,-9730,1,1,1,1,Laborers,2,62.26,0,26.64,0
5009916,M,N,Y,0,266200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7725,-1063,1,0,0,1,Sales staff,2,21.15,0,2.91,0
5009917,F,N,Y,4,629900.0,Working,Higher education,Married,House / apartment,-17915,-2204,1,0,1,0,Sales staff,6,49.05,0,6.03,0
5009918,F,Y,Y,1,93600.0,Working,Secondary / secondary special,Married,House / apartment,-11767,-3130,1,0,1,0,High skill tech staff,3,32.22,0,8.57,1
5009919,F,N,N,1,239900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17041,-7923,1,0,0,0,Core staff,3,46.66,0,21.69,0
5009920,M,N,N,2,208500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12405,-2046,1,0,0,0,Sales staff,3,33.96,0,5.6,0
5009921,F,N,Y,0,391900.0,Working,Secondary / secondary special,Married,House / apartment,-13074,-3727,1,0,0,0,Managers,2,35.79,0,10.2,0
5009922,M,Y,N,0,291500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18296,365243,1,0,0,0,Unknown,1,50.09,1,0.0,0
5009923,M,N,Y,0,328000.0,State servant,Secondary / secondary special,Separated,House / apartment,-17146,-3021,1,0,0,0,Drivers,1,46.94,0,8.27,0
5009924,F,Y,N,1,290100.0,Working,Higher education,Single / not married,Office apartment,-14522,-6378,1,1,0,1,High skill tech staff,2,39.76,0,17.46,0
5009925,F,Y,Y,0,153200.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-9269,-548,1,0,1,0,Laborers,1,25.38,0,1.5,0
5009926,F,Y,Y,0,447400.0,Working,Higher education,Married,House / apartment,-25009,-2484,1,0,0,0,Unknown,2,68.47,0,6.8,0
5009927,F,N,Y,0,363900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10494,-1376,1,1,0,0,Laborers,2,28.73,0,3.77,0
5009928,F,N,Y,0,385900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18867,-8549,1,0,0,0,Unknown,2,51.66,0,23.41,0
5009929,F,N,N,0,459300.0,Working,Secondary / secondary special,Married,House / apartment,-8816,-352,1,1,1,0,Laborers,2,24.14,0,0.96,0
5009930,M,N,N,1,300800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19875,-7969,1,0,0,0,Unknown,3,54.41,0,21.82,0
5009931,F,Y,Y,0,511900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9037,365243,1,0,0,0,Unknown,2,24.74,1,0.0,0
5009932,F,Y,Y,2,294900.0,Working,Secondary / secondary special,Married,Rented apartment,-11496,-3768,1,1,0,0,Unknown,4,31.47,0,10.32,0
5009933,M,Y,N,0,218800.0,Working,Higher education,Single / not married,House / apartment,-19121,-9136,1,0,0,0,High skill tech staff,1,52.35,0,25.01,0
5009934,F,Y,N,1,243300.0,Working,Secondary / secondary special,Married,House / apartment,-12472,-5673,1,0,1,1,Unknown,3,34.15,0,15.53,0
5009935,F,N,Y,2,241200.0,Commercial associate,Higher education,Single / not married,House / apartment,-17036,365243,1,0,0,0,Unknown,3,46.64,1,0.0,0
5009936,M,N,Y,2,188300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9579,365243,1,1,0,0,Unknown,4,26.23,1,0.0,1
5009937,M,Y,Y,0,552100.0,Commercial associate,Higher education,Married,With parents,-11001,-2209,1,0,1,1,Laborers,2,30.12,0,6.05,0
5009938,F,Y,Y,0,283100.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-20706,-4862,1,1,0,0,Core staff,2,56.69,0,13.31,0
5009939,M,Y,Y,0,256000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7947,365243,1,0,1,0,Unknown,1,21.76,1,0.0,0
5009940,F,N,Y,0,296400.0,Working,Secondary / secondary special,Married,House / apartment,-9347,-1239,1,0,1,0,Unknown,2,25.59,0,3.39,0
5009941,F,N,N,0,1083200.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-11231,-4093,1,0,1,0,Private service staff,1,30.75,0,11.21,0
5009942,F,N,Y,2,138600.0,Working,Higher education,Civil marriage,House / apartment,-7674,-1034,1,1,1,1,Laborers,4,21.01,0,2.83,0
5009943,F,N,N,0,160000.0,Pensioner,Higher education,Married,House / apartment,-9047,365243,1,0,0,0,Unknown,2,24.77,1,0.0,0
5009944,F,N,N,0,122400.0,Working,Secondary / secondary special,Widow,House / apartment,-12444,-1645,1,0,0,0,Security staff,1,34.07,0,4.5,0
5009945,M,Y,N,0,217300.0,Working,Secondary / secondary special,Married,House / apartment,-9002,-687,1,1,0,0,Laborers,2,24.65,0,1.88,0
5009946,F,Y,Y,1,276000.0,Working,Secondary / secondary special,Married,House / apartment,-23123,-14910,1,1,0,0,Managers,3,63.31,0,40.82,0
5009947,F,N,N,2,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8512,365243,1,0,0,0,Unknown,4,23.3,1,0.0,0
5009948,M,N,Y,0,186400.0,Working,Secondary / secondary special,Married,House / apartment,-23029,-5507,1,0,1,0,Unknown,2,63.05,0,15.08,0
5009949,F,Y,Y,0,262100.0,Working,Secondary / secondary special,Married,House / apartment,-22332,-1114,1,0,0,0,Managers,2,61.14,0,3.05,0
5009950,F,N,Y,1,189900.0,State servant,Secondary / secondary special,Married,House / apartment,-9145,-256,1,0,0,0,Unknown,3,25.04,0,0.7,0
5009951,F,N,Y,0,285100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7765,365243,1,0,0,0,Unknown,1,21.26,1,0.0,1
5009952,F,N,N,0,426200.0,State servant,Secondary / secondary special,Married,House / apartment,-8218,-103,1,0,1,1,Unknown,2,22.5,0,0.28,0
5009953,F,N,N,1,342500.0,Working,Secondary / secondary special,Married,House / apartment,-18087,-555,1,0,0,0,Drivers,3,49.52,0,1.52,0
5009954,F,N,Y,2,379300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19547,365243,1,0,0,1,Unknown,4,53.52,1,0.0,0
5009955,F,N,Y,0,420200.0,Working,Secondary / secondary special,Married,House / apartment,-18640,-2714,1,0,0,1,Sales staff,2,51.03,0,7.43,0
5009956,F,Y,Y,0,281200.0,Working,Higher education,Married,House / apartment,-17194,-5242,1,1,0,0,Drivers,2,47.07,0,14.35,0
5009957,F,Y,Y,0,225500.0,Working,Secondary / secondary special,Married,House / apartment,-10495,-2933,1,1,1,0,Unknown,2,28.73,0,8.03,0
5009958,F,Y,N,0,165900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22663,-4831,1,0,1,0,Unknown,1,62.05,0,13.23,0
5009959,F,Y,Y,0,200800.0,Working,Higher education,Married,House / apartment,-13287,-6001,1,0,0,0,Unknown,2,36.38,0,16.43,0
5009960,M,N,N,0,187900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25315,-8121,1,0,0,0,Medicine staff,2,69.31,0,22.23,0
5009961,F,N,Y,0,352000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14333,365243,1,1,1,0,Unknown,2,39.24,1,0.0,0
5009962,F,Y,Y,0,290400.0,Working,Secondary / secondary special,Married,House / apartment,-12108,-798,1,0,0,0,Sales staff,2,33.15,0,2.18,0
5009963,M,N,Y,0,345900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23636,-5176,1,0,0,0,Unknown,1,64.71,0,14.17,0
5009964,F,Y,Y,0,136700.0,Working,Secondary / secondary special,Widow,House / apartment,-17667,-2051,1,0,0,0,Drivers,1,48.37,0,5.62,0
5009965,M,Y,Y,0,499500.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-20488,365243,1,0,0,0,Unknown,1,56.09,1,0.0,1
5009966,M,Y,N,0,197200.0,Working,Higher education,Married,Co-op apartment,-14763,-5048,1,1,1,0,Laborers,2,40.42,0,13.82,0
5009967,F,Y,N,0,140900.0,Working,Secondary / secondary special,Married,Municipal apartment,-23502,-8031,1,1,0,0,Medicine staff,2,64.34,0,21.99,0
5009968,M,Y,Y,0,196000.0,Working,Secondary / secondary special,Married,Office apartment,-24065,-8886,1,0,1,0,Unknown,2,65.89,0,24.33,0
5009969,F,N,Y,1,845200.0,Pensioner,Higher education,Married,House / apartment,-15281,365243,1,0,0,0,Unknown,3,41.84,1,0.0,0
5009970,F,N,Y,0,201100.0,Working,Secondary / secondary special,Married,House / apartment,-11701,-221,1,1,0,0,Accountants,2,32.04,0,0.61,0
5009971,F,N,Y,3,207500.0,Working,Secondary / secondary special,Married,House / apartment,-19133,-11862,1,0,0,0,Unknown,5,52.38,0,32.48,1
5009972,M,Y,Y,0,221800.0,Working,Secondary / secondary special,Married,House / apartment,-24738,-13378,1,1,1,0,Laborers,2,67.73,0,36.63,1
5009973,M,Y,Y,0,226600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18672,365243,1,0,0,0,Unknown,2,51.12,1,0.0,1
5009974,F,Y,N,0,165200.0,Working,Higher education,Married,House / apartment,-24731,-7385,1,1,0,0,Sales staff,2,67.71,0,20.22,0
5009975,F,N,N,0,262300.0,Commercial associate,Higher education,Single / not married,House / apartment,-13584,-5100,1,0,0,0,Sales staff,1,37.19,0,13.96,0
5009976,F,Y,N,1,418000.0,Working,Secondary / secondary special,Married,House / apartment,-24017,-4481,1,0,0,0,Security staff,3,65.75,0,12.27,0
5009977,M,N,Y,2,285700.0,State servant,Higher education,Married,House / apartment,-9361,-954,1,0,0,0,Laborers,4,25.63,0,2.61,0
5009978,F,N,N,4,140100.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-13858,-1035,1,0,1,0,Laborers,6,37.94,0,2.83,1
5009979,F,N,Y,0,205500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16335,-1792,1,0,0,0,Unknown,2,44.72,0,4.91,0
5009980,F,N,Y,0,185300.0,Working,Secondary / secondary special,Married,House / apartment,-19232,-9058,1,0,1,0,Laborers,2,52.65,0,24.8,0
5009981,M,Y,N,0,250700.0,Working,Secondary / secondary special,Married,House / apartment,-12677,-4179,1,0,0,0,Unknown,2,34.71,0,11.44,0
5009982,F,Y,Y,0,474800.0,Working,Secondary / secondary special,Married,House / apartment,-24184,-1621,1,0,0,0,Managers,2,66.21,0,4.44,0
5009983,F,Y,Y,0,226600.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-23805,-14977,1,0,0,0,Sales staff,2,65.17,0,41.0,0
5009984,F,N,N,1,233600.0,State servant,Secondary / secondary special,Married,With parents,-21903,-5655,1,0,1,0,Managers,3,59.97,0,15.48,0
5009985,M,Y,N,2,593800.0,Working,Lower secondary,Civil marriage,House / apartment,-9394,-367,1,0,1,0,Managers,4,25.72,0,1.0,0
5009986,F,Y,N,0,378300.0,Pensioner,Higher education,Married,House / apartment,-8735,365243,1,1,0,0,Unknown,2,23.92,1,0.0,0
5009987,F,N,Y,0,325300.0,Working,Secondary / secondary special,Married,House / apartment,-16402,-6445,1,0,1,0,Core staff,2,44.91,0,17.65,0
5009988,M,Y,Y,0,649900.0,State servant,Secondary / secondary special,Married,House / apartment,-21282,-5755,1,0,0,0,Managers,2,58.27,0,15.76,0
5009989,F,N,N,0,311900.0,Working,Secondary / secondary special,Married,Municipal apartment,-9556,-1232,1,0,0,1,Sales staff,2,26.16,0,3.37,0
5009990,F,N,Y,0,90400.0,Working,Higher education,Married,House / apartment,-19019,-3674,1,0,0,0,Laborers,2,52.07,0,10.06,0
5009991,M,Y,Y,2,370200.0,Working,Higher education,Married,House / apartment,-16945,-4837,1,0,0,0,Security staff,4,46.39,0,13.24,0
5009992,M,Y,Y,0,110100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20563,-8376,1,0,0,0,Unknown,1,56.3,0,22.93,0
5009993,F,Y,Y,0,306000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-4047,1,0,0,0,Unknown,2,41.77,0,11.08,0
5009994,M,N,Y,0,103600.0,Working,Secondary / secondary special,Married,House / apartment,-19966,-13201,1,0,0,0,Laborers,2,54.66,0,36.14,0
5009995,F,N,Y,0,193300.0,Working,Secondary / secondary special,Married,House / apartment,-10220,-1922,1,0,0,0,Managers,2,27.98,0,5.26,0
5009996,M,N,Y,2,203500.0,Working,Secondary / secondary special,Married,House / apartment,-11224,-783,1,0,0,0,Laborers,4,30.73,0,2.14,0
5009997,F,N,Y,0,166100.0,Working,Secondary / secondary special,Widow,House / apartment,-23802,-16036,1,1,1,0,High skill tech staff,1,65.17,0,43.9,0
5009998,M,N,Y,3,205100.0,Working,Secondary / secondary special,Married,House / apartment,-13320,-4955,1,0,0,0,Laborers,5,36.47,0,13.57,1
5009999,F,Y,Y,0,409100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25303,-5682,1,0,0,0,Unknown,2,69.28,0,15.56,0
5010000,F,Y,N,1,170800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-8149,-1066,1,0,1,0,Laborers,2,22.31,0,2.92,0
5010001,F,N,Y,0,320600.0,Commercial associate,Higher education,Single / not married,House / apartment,-16361,-1850,1,1,1,0,Laborers,1,44.79,0,5.07,0
5010002,F,Y,Y,0,150600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13240,-6014,1,0,1,0,Unknown,2,36.25,0,16.47,0
5010003,M,Y,N,1,222100.0,Working,Higher education,Single / not married,Municipal apartment,-25494,-9903,1,0,0,0,Unknown,2,69.8,0,27.11,0
5010004,F,N,Y,1,287000.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-25386,365243,1,1,0,1,Unknown,2,69.5,1,0.0,0
5010005,M,N,Y,1,148300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11601,-4968,1,0,0,0,Managers,2,31.76,0,13.6,0
5010006,M,N,Y,0,126700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12186,-747,1,0,0,0,Unknown,2,33.36,0,2.05,0
5010007,M,N,N,2,312200.0,Working,Incomplete higher,Married,House / apartment,-20996,-13036,1,1,0,0,Unknown,4,57.48,0,35.69,0
5010008,F,Y,N,4,428100.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-23553,-13472,1,0,0,0,Laborers,6,64.48,0,36.88,0
5010009,F,N,N,0,234700.0,Working,Secondary / secondary special,Married,House / apartment,-19426,-6343,1,0,0,0,Unknown,2,53.19,0,17.37,0
5010010,F,Y,N,2,194200.0,Working,Secondary / secondary special,Married,House / apartment,-23097,-6822,1,0,1,0,Unknown,4,63.24,0,18.68,0
5010011,F,Y,Y,0,263900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8461,-1036,1,1,0,0,Unknown,2,23.16,0,2.84,0
5010012,M,N,Y,0,251000.0,Working,Secondary / secondary special,Married,House / apartment,-19003,-11662,1,0,1,0,Medicine staff,2,52.03,0,31.93,0
5010013,F,Y,Y,0,275700.0,Working,Incomplete higher,Married,House / apartment,-20092,-10045,1,1,1,0,Unknown,2,55.01,0,27.5,0
5010014,F,N,Y,2,69000.0,Commercial associate,Higher education,Married,House / apartment,-10781,-525,1,0,1,0,Unknown,4,29.52,0,1.44,0
5010015,F,Y,N,0,143000.0,Pensioner,Higher education,Married,House / apartment,-21513,365243,1,0,0,0,Unknown,2,58.9,1,0.0,0
5010016,M,N,Y,0,160000.0,Working,Incomplete higher,Civil marriage,House / apartment,-24550,-10998,1,0,0,1,Laborers,2,67.21,0,30.11,0
5010017,F,Y,Y,0,263300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23704,-386,1,0,0,0,Laborers,1,64.9,0,1.06,0
5010018,F,N,N,0,267900.0,Working,Secondary / secondary special,Widow,House / apartment,-11779,-3043,1,0,0,0,Unknown,1,32.25,0,8.33,0
5010019,M,N,Y,0,335600.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-13222,-1910,1,1,1,0,Sales staff,2,36.2,0,5.23,0
5010020,M,Y,Y,0,277700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16429,-3925,1,0,0,0,Private service staff,1,44.98,0,10.75,0
5010021,F,Y,Y,1,127400.0,Pensioner,Incomplete higher,Civil marriage,Municipal apartment,-10197,365243,1,0,1,0,Unknown,3,27.92,1,0.0,0
5010022,F,Y,Y,3,503300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24727,-7246,1,1,1,0,Core staff,5,67.7,0,19.84,0
5010023,M,Y,Y,1,461100.0,Working,Higher education,Single / not married,House / apartment,-10256,-961,1,1,0,0,Managers,2,28.08,0,2.63,0
5010024,F,N,Y,1,130100.0,Working,Higher education,Married,House / apartment,-21210,-2486,1,0,0,0,Sales staff,3,58.07,0,6.81,0
5010025,M,N,Y,0,288300.0,Working,Secondary / secondary special,Married,House / apartment,-13540,-4004,1,0,0,0,Core staff,2,37.07,0,10.96,0
5010026,F,Y,N,0,181300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17783,-6811,1,0,0,0,Managers,2,48.69,0,18.65,0
5010027,F,Y,N,0,261700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8167,-620,1,1,0,0,Laborers,1,22.36,0,1.7,0
5010028,F,Y,Y,0,413400.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11049,-11,1,0,1,0,Laborers,2,30.25,0,0.03,0
5010029,F,N,Y,2,708200.0,Working,Secondary / secondary special,Married,Co-op apartment,-15421,-4336,1,0,0,0,High skill tech staff,4,42.22,0,11.87,0
5010030,F,Y,N,0,355400.0,Commercial associate,Secondary / secondary special,Married,With parents,-19672,-3746,1,0,0,0,Core staff,2,53.86,0,10.26,0
5010031,M,N,N,2,282900.0,Working,Secondary / secondary special,Married,House / apartment,-21505,-11695,1,0,0,0,Laborers,4,58.88,0,32.02,0
5010032,F,N,Y,0,206000.0,Pensioner,Higher education,Civil marriage,House / apartment,-7855,365243,1,1,0,0,Unknown,2,21.51,1,0.0,1
5010033,F,Y,Y,1,267400.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-10090,365243,1,0,1,0,Unknown,3,27.62,1,0.0,0
5010034,F,N,N,0,481800.0,Working,Secondary / secondary special,Married,Rented apartment,-20633,-11096,1,1,1,0,Laborers,2,56.49,0,30.38,0
5010035,M,N,Y,0,238700.0,State servant,Higher education,Married,House / apartment,-22153,-516,1,0,0,0,HR staff,2,60.65,0,1.41,0
5010036,M,N,Y,1,156800.0,Working,Secondary / secondary special,Married,House / apartment,-11625,-916,1,1,1,1,Core staff,3,31.83,0,2.51,0
5010037,M,Y,Y,0,108600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11499,-3985,1,0,0,0,Unknown,2,31.48,0,10.91,0
5010038,F,Y,Y,1,315500.0,Pensioner,Higher education,Married,House / apartment,-8913,365243,1,1,0,0,Unknown,3,24.4,1,0.0,0
5010039,F,N,Y,0,276300.0,Commercial associate,Higher education,Single / not married,House / apartment,-10050,-1394,1,1,0,1,Unknown,1,27.52,0,3.82,0
5010040,F,N,Y,0,176800.0,Pensioner,Higher education,Civil marriage,House / apartment,-7451,365243,1,0,0,0,Unknown,2,20.4,1,0.0,0
5010041,F,N,N,2,407800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18077,365243,1,0,0,0,Unknown,4,49.49,1,0.0,0
5010042,F,N,Y,0,197700.0,State servant,Secondary / secondary special,Married,House / apartment,-23812,-10985,1,1,1,0,Drivers,2,65.19,0,30.08,0
5010043,M,N,Y,1,228200.0,Working,Secondary / secondary special,Married,House / apartment,-10037,-2230,1,0,0,0,Unknown,3,27.48,0,6.11,0
5010044,F,N,Y,0,242100.0,Working,Incomplete higher,Married,House / apartment,-21028,-5838,1,0,1,0,Unknown,2,57.57,0,15.98,0
5010045,F,Y,N,0,204800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17781,-11072,1,1,0,0,Sales staff,1,48.68,0,30.31,0
5010046,F,N,Y,0,274700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24470,-9110,1,0,1,0,Laborers,2,67.0,0,24.94,0
5010047,F,N,Y,0,434200.0,Commercial associate,Higher education,Married,House / apartment,-21881,-10725,1,1,0,1,Medicine staff,2,59.91,0,29.36,0
5010048,F,N,Y,0,137900.0,Working,Incomplete higher,Married,Office apartment,-22878,-10915,1,0,0,0,Laborers,2,62.64,0,29.88,0
5010049,F,N,N,0,311700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18977,365243,1,0,0,0,Unknown,2,51.96,1,0.0,0
5010050,M,Y,Y,0,266100.0,State servant,Secondary / secondary special,Married,House / apartment,-22122,-11175,1,0,1,0,Cooking staff,2,60.57,0,30.6,0
5010051,M,N,Y,0,263600.0,Working,Secondary / secondary special,Married,House / apartment,-13713,-6718,1,0,0,0,Unknown,2,37.54,0,18.39,0
5010052,F,N,Y,0,377500.0,Working,Higher education,Married,Municipal apartment,-11122,-311,1,0,0,0,Laborers,2,30.45,0,0.85,0
5010053,F,Y,N,0,250200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23970,-6981,1,0,1,0,Unknown,2,65.63,0,19.11,0
5010054,F,N,Y,0,310400.0,Working,Secondary / secondary special,Married,Office apartment,-20716,-13205,1,0,1,0,Accountants,2,56.72,0,36.15,0
