ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5010464,F,N,N,1,636900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15742,-8507,1,0,1,0,Laborers,3.0
5010465,F,N,N,0,228900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13091,365243,1,0,0,0,,2.0
5010466,F,Y,Y,1,150400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19484,365243,1,1,1,0,,2.0
5010467,F,N,N,0,213300.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-7879,-701,1,0,0,0,,1.0
5010468,F,N,N,0,1148300.0,Working,Secondary / secondary special,Married,Municipal apartment,-13882,-7273,1,0,0,0,Cooking staff,2.0
5010469,F,N,Y,0,111400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12016,-3089,1,0,0,0,,2.0
5010470,M,Y,Y,0,193000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11407,365243,1,1,1,0,,2.0
5010471,F,N,N,2,120500.0,Working,Secondary / secondary special,Married,House / apartment,-10588,-3678,1,0,0,0,Managers,4.0
5010472,M,Y,Y,1,259800.0,Working,Higher education,Married,House / apartment,-20766,-11154,1,0,1,0,Managers,3.0
5010473,F,Y,Y,0,133800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24748,365243,1,0,0,0,,2.0
5010474,F,Y,Y,0,231200.0,Working,Secondary / secondary special,Married,House / apartment,-14332,-3086,1,1,0,0,Security staff,2.0
5010475,F,N,Y,0,92100.0,Working,Secondary / secondary special,Married,House / apartment,-8202,-1315,1,0,0,0,Drivers,2.0
5010476,F,Y,Y,4,332500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20434,365243,1,0,0,1,,6.0
5010477,F,Y,N,1,449800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17134,365243,1,0,0,0,,3.0
5010478,F,Y,Y,0,201500.0,Working,Higher education,Married,House / apartment,-20521,-12565,1,1,0,0,Managers,2.0
5010479,M,N,Y,0,228200.0,Working,Secondary / secondary special,Married,House / apartment,-19137,-8679,1,0,1,0,Managers,2.0
5010480,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23841,-13787,1,0,0,1,Managers,2.0
5010481,F,Y,Y,0,267200.0,Pensioner,Higher education,Single / not married,House / apartment,-9870,365243,1,0,0,0,,1.0
5010482,M,N,Y,0,239500.0,Student,Secondary / secondary special,Single / not married,House / apartment,-10394,-3156,1,1,0,0,Laborers,1.0
5010483,F,N,Y,0,358400.0,Pensioner,Higher education,Single / not married,With parents,-13543,365243,1,0,0,0,,1.0
5010484,M,N,Y,2,452200.0,Working,Secondary / secondary special,Married,House / apartment,-16279,-6668,1,0,0,0,Core staff,4.0
5010485,F,Y,Y,0,162500.0,Working,Secondary / secondary special,Married,House / apartment,-24211,-7763,1,0,0,0,,2.0
5010486,F,N,Y,0,209100.0,Commercial associate,Higher education,Married,House / apartment,-23868,-16623,1,0,1,0,Laborers,2.0
5010487,F,Y,Y,1,383200.0,Working,Higher education,Civil marriage,House / apartment,-23228,-12464,1,0,1,0,Drivers,3.0
5010488,M,N,N,0,119900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11369,-4054,1,0,0,0,Laborers,2.0
5010489,F,Y,Y,0,91100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20631,-6315,1,1,0,0,,2.0
5010490,F,Y,Y,0,273400.0,Working,Secondary / secondary special,Married,House / apartment,-14309,-3837,1,0,0,0,,2.0
5010491,F,Y,N,0,312900.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-24311,-17657,1,0,0,0,,2.0
5010492,F,N,Y,0,170100.0,Working,Higher education,Civil marriage,House / apartment,-11223,-2999,1,0,0,0,,2.0
5010493,F,Y,Y,0,182800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9885,-2924,1,1,1,0,Laborers,2.0
5010494,M,N,Y,1,166900.0,Working,Secondary / secondary special,Married,House / apartment,-22689,-953,1,1,0,0,Drivers,3.0
5010495,F,Y,Y,0,158300.0,Commercial associate,Higher education,Married,House / apartment,-20398,-7809,1,1,0,0,Managers,2.0
5010496,F,N,N,1,345300.0,Commercial associate,Higher education,Married,With parents,-22306,-10842,1,0,1,0,Sales staff,3.0
5010497,M,N,N,0,135300.0,Working,Secondary / secondary special,Married,House / apartment,-10189,-2858,1,0,1,0,Drivers,2.0
5010498,F,N,Y,1,213800.0,Working,Higher education,Civil marriage,House / apartment,-23464,-3613,1,0,0,0,Cleaning staff,3.0
5010499,M,N,Y,0,155300.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-19680,-10576,1,1,0,0,Core staff,2.0
5010500,M,N,Y,0,117900.0,Working,Higher education,Separated,House / apartment,-19204,-10278,1,0,0,0,,1.0
5010501,M,Y,N,0,377200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17944,-11024,1,0,1,0,Security staff,2.0
5010502,F,N,N,0,188300.0,Working,Higher education,Married,House / apartment,-21274,-958,1,0,1,0,,2.0
5010503,F,Y,Y,0,268300.0,Working,Secondary / secondary special,Married,House / apartment,-14895,-5529,1,0,0,0,,2.0
5010504,F,N,Y,1,114900.0,Working,Secondary / secondary special,Married,House / apartment,-9731,-2846,1,0,0,0,Core staff,3.0
5010505,F,N,Y,0,168500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17153,-861,1,0,0,0,,2.0
5010506,M,Y,Y,0,356300.0,Commercial associate,Higher education,Single / not married,House / apartment,-20967,-5820,1,0,0,0,Sales staff,1.0
5010507,F,Y,Y,0,890100.0,Working,Higher education,Married,House / apartment,-10111,-2769,1,0,0,0,Core staff,2.0
5010508,F,N,Y,1,90900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11396,-2110,1,0,1,0,Medicine staff,3.0
5010509,M,N,Y,0,220800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20026,365243,1,1,0,0,,2.0
5010510,F,N,N,2,300000.0,Working,Secondary / secondary special,Separated,House / apartment,-12230,-2923,1,0,1,0,Managers,3.0
5010511,M,N,N,2,179400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-2419,1,0,0,0,Accountants,4.0
5010512,F,N,Y,0,373300.0,Working,Secondary / secondary special,Married,House / apartment,-23548,-10478,1,0,1,0,Medicine staff,2.0
5010513,F,N,Y,0,158300.0,Working,Secondary / secondary special,Separated,House / apartment,-10243,-2061,1,0,0,0,,1.0
5010514,M,Y,N,1,263700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-1111,1,0,0,0,Security staff,3.0
5010515,M,Y,Y,0,188000.0,Working,Secondary / secondary special,Married,House / apartment,-15129,-402,1,0,0,0,Cleaning staff,2.0
5010516,F,N,Y,0,449200.0,Pensioner,Higher education,Married,House / apartment,-16001,365243,1,0,0,0,,2.0
5010517,F,N,Y,2,174100.0,Working,Secondary / secondary special,Married,House / apartment,-13903,-1813,1,0,1,0,Sales staff,4.0
5010518,M,N,Y,2,204700.0,Working,Secondary / secondary special,Married,House / apartment,-23970,-6508,1,0,0,0,Laborers,4.0
5010519,F,N,Y,2,391700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19333,-1491,1,1,0,0,Core staff,4.0
5010520,M,Y,Y,0,146000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13870,-33,1,0,0,1,High skill tech staff,2.0
5010521,F,N,Y,0,252700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13838,-5785,1,1,0,0,,2.0
5010522,F,Y,Y,0,98100.0,Working,Secondary / secondary special,Married,House / apartment,-16490,-6379,1,0,0,0,,2.0
5010523,M,Y,Y,0,141700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7920,365243,1,0,1,0,,2.0
5010524,M,N,Y,0,295500.0,State servant,Secondary / secondary special,Married,House / apartment,-24228,-217,1,0,0,0,High skill tech staff,2.0
5010525,M,Y,N,0,148800.0,Working,Secondary / secondary special,Married,House / apartment,-11383,-2219,1,1,0,0,Sales staff,2.0
5010526,M,N,Y,0,185900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20045,365243,1,0,1,0,,2.0
5010527,M,N,Y,1,312400.0,Working,Secondary / secondary special,Married,House / apartment,-21508,-4280,1,0,0,0,IT staff,3.0
5010528,F,N,Y,1,182700.0,Working,Secondary / secondary special,Married,Municipal apartment,-22415,-12638,1,0,1,1,Accountants,3.0
5010529,M,Y,Y,1,368400.0,Working,Secondary / secondary special,Married,House / apartment,-10330,-824,1,0,1,0,,3.0
5010530,F,Y,Y,0,271900.0,Working,Secondary / secondary special,Married,House / apartment,-17106,-414,1,0,1,0,Core staff,2.0
5010531,F,Y,N,0,303600.0,State servant,Secondary / secondary special,Married,House / apartment,-8833,-593,1,0,1,0,Laborers,2.0
5010532,F,N,Y,1,454000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22003,-177,1,0,0,0,Laborers,2.0
5010533,F,N,Y,0,286500.0,Commercial associate,Higher education,Married,House / apartment,-16189,-8308,1,0,1,0,Sales staff,2.0
5010534,M,N,N,0,527000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10199,-1615,1,0,1,0,Cleaning staff,2.0
5010535,F,Y,Y,0,385000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20430,-6627,1,0,0,0,,2.0
5010536,F,N,Y,0,187900.0,Working,Secondary / secondary special,Separated,With parents,-13353,-3311,1,0,0,0,Core staff,1.0
5010537,F,Y,Y,0,466000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9396,365243,1,0,0,0,,2.0
5010538,M,Y,Y,1,278600.0,Working,Secondary / secondary special,Separated,Municipal apartment,-15725,-1070,1,0,0,0,,2.0
5010539,F,N,N,2,200400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11601,365243,1,0,1,0,,4.0
5010540,F,N,Y,0,280600.0,Pensioner,Higher education,Single / not married,House / apartment,-24658,365243,1,0,1,0,,1.0
5010541,M,Y,Y,0,425800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13904,-355,1,0,0,0,,1.0
5010542,F,Y,N,1,306500.0,Working,Incomplete higher,Married,House / apartment,-17759,-7723,1,0,1,0,Accountants,3.0
5010543,F,N,Y,0,607200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24624,-3379,1,0,0,0,,2.0
5010544,F,Y,Y,0,420300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14495,365243,1,0,1,0,,2.0
5010545,F,Y,Y,2,317100.0,Working,Secondary / secondary special,Married,House / apartment,-13845,-3853,1,1,0,0,,4.0
5010546,F,N,Y,1,146200.0,Working,Secondary / secondary special,Married,Municipal apartment,-10271,-2556,1,0,1,0,Core staff,3.0
5010547,M,N,N,2,223100.0,Commercial associate,Higher education,Married,House / apartment,-24441,-6682,1,0,1,1,High skill tech staff,4.0
5010548,F,N,N,0,253000.0,Working,Secondary / secondary special,Married,House / apartment,-21929,-14209,1,0,1,0,Laborers,2.0
5010549,F,N,Y,0,345900.0,Working,Secondary / secondary special,Widow,House / apartment,-11341,-2629,1,0,1,0,,1.0
5010550,M,N,Y,1,335800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13380,-499,1,0,0,0,Core staff,2.0
5010551,M,Y,Y,0,265700.0,Working,Secondary / secondary special,Single / not married,With parents,-24014,-12780,1,0,0,0,Managers,1.0
5010552,F,N,Y,1,259300.0,Working,Secondary / secondary special,Married,House / apartment,-17117,-6614,1,1,1,0,Medicine staff,3.0
5010553,M,N,Y,0,350000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17465,-439,1,0,0,0,Core staff,2.0
5010554,F,Y,Y,1,158900.0,Working,Secondary / secondary special,Married,House / apartment,-19142,-4158,1,0,1,0,,3.0
5010555,M,N,N,0,569900.0,Commercial associate,Incomplete higher,Married,With parents,-21224,-12239,1,0,0,1,,2.0
5010556,M,Y,N,0,87700.0,Working,Secondary / secondary special,Married,House / apartment,-24459,-13746,1,0,0,0,,2.0
5010557,M,Y,Y,0,505400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21956,-13402,1,1,0,0,,2.0
5010558,F,Y,Y,0,238700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24372,-12111,1,0,0,0,,1.0
5010559,F,N,Y,0,403000.0,Working,Higher education,Married,House / apartment,-22291,-3925,1,0,0,0,,2.0
5010560,F,N,N,0,292800.0,Working,Secondary / secondary special,Married,House / apartment,-8153,-1160,1,0,1,1,Drivers,2.0
5010561,F,N,N,1,290200.0,Working,Higher education,Married,House / apartment,-9451,-1152,1,0,0,0,Laborers,3.0
5010562,M,N,N,0,322100.0,Pensioner,Secondary / secondary special,Married,Office apartment,-23465,365243,1,0,0,0,,2.0
5010563,F,Y,Y,0,365900.0,Working,Secondary / secondary special,Married,House / apartment,-7811,-641,1,1,1,0,Sales staff,2.0
5010564,F,Y,Y,0,207100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21809,-13145,1,0,0,0,Drivers,2.0
5010565,F,Y,Y,2,409600.0,State servant,Lower secondary,Married,House / apartment,-22825,-148,1,1,0,0,,4.0
5010566,M,Y,Y,0,141900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14892,-3474,1,0,1,0,Core staff,1.0
5010567,F,Y,Y,0,243500.0,Working,Secondary / secondary special,Married,House / apartment,-13786,-2852,1,0,1,0,,2.0
5010568,M,N,Y,1,370800.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-10855,-2838,1,0,0,0,Laborers,2.0
5010569,M,N,Y,0,401500.0,State servant,Secondary / secondary special,Married,House / apartment,-8198,-1274,1,1,0,0,Laborers,2.0
5010570,F,N,Y,0,307400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20918,-901,1,0,1,0,,2.0
5010571,F,Y,Y,0,200500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8651,-6,1,0,0,0,Managers,1.0
5010572,F,N,Y,1,382200.0,Working,Higher education,Married,House / apartment,-24557,-11277,1,0,1,0,,3.0
5010573,F,Y,Y,0,174700.0,Pensioner,Higher education,Married,House / apartment,-12724,365243,1,0,1,0,,2.0
5010574,F,Y,Y,1,586100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21810,-10087,1,0,1,0,Laborers,3.0
5010575,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8395,-1029,1,0,1,0,,2.0
5010576,F,N,Y,0,113100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17099,-4641,1,0,0,0,,2.0
5010577,F,Y,Y,1,134300.0,Working,Secondary / secondary special,Married,House / apartment,-13680,-5590,1,0,0,0,Managers,3.0
5010578,F,N,N,0,249500.0,Working,Higher education,Married,House / apartment,-7853,-580,1,0,0,0,Laborers,2.0
5010579,M,Y,Y,0,261800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19282,365243,1,0,0,0,,2.0
5010580,F,N,Y,0,653600.0,Working,Higher education,Single / not married,Rented apartment,-24530,-14918,1,0,0,0,Medicine staff,1.0
5010581,F,N,Y,2,145300.0,Working,Higher education,Civil marriage,House / apartment,-7501,-207,1,1,0,0,Laborers,4.0
5010582,M,N,N,0,249000.0,Working,Secondary / secondary special,Married,House / apartment,-12244,-267,1,1,0,0,Managers,2.0
5010583,F,Y,Y,0,143700.0,Working,Secondary / secondary special,Married,House / apartment,-20155,-3508,1,0,0,0,,2.0
5010584,M,Y,Y,0,190800.0,Working,Secondary / secondary special,Separated,House / apartment,-23216,-6601,1,1,0,0,,1.0
5010585,F,N,Y,0,566600.0,State servant,Secondary / secondary special,Married,House / apartment,-10789,-1029,1,1,0,0,Drivers,2.0
5010586,F,N,N,0,138300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8596,-1127,1,0,0,0,,1.0
5010587,F,Y,N,0,327400.0,Working,Higher education,Married,House / apartment,-7463,-350,1,0,1,0,,2.0
5010588,F,N,Y,0,297100.0,Commercial associate,Secondary / secondary special,Married,With parents,-11235,-4155,1,1,1,0,,2.0
5010589,F,N,N,0,241200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8607,-1263,1,0,1,0,Laborers,2.0
5010590,F,N,N,0,316500.0,Working,Higher education,Married,House / apartment,-13868,-118,1,0,1,0,Drivers,2.0
5010591,F,N,Y,0,136700.0,Working,Higher education,Single / not married,House / apartment,-15343,-1724,1,0,0,0,Managers,1.0
5010592,M,N,Y,1,558800.0,Working,Higher education,Married,House / apartment,-16070,-2489,1,0,0,0,Sales staff,3.0
5010593,F,N,Y,2,639100.0,Working,Secondary / secondary special,Married,House / apartment,-9904,-2512,1,0,1,0,Laborers,4.0
5010594,M,N,N,0,250000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15779,-961,1,1,0,0,Laborers,1.0
5010595,F,Y,Y,0,820000.0,Working,Secondary / secondary special,Married,House / apartment,-7470,-674,1,0,1,0,Drivers,2.0
5010596,F,Y,N,2,200000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11677,365243,1,1,0,0,,3.0
5010597,F,Y,Y,1,298200.0,Working,Secondary / secondary special,Widow,House / apartment,-14045,-930,1,0,0,0,Sales staff,2.0
5010598,M,N,Y,0,499500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-9466,365243,1,0,0,0,,1.0
5010599,M,Y,N,0,194100.0,Commercial associate,Higher education,Single / not married,House / apartment,-22171,-11413,1,0,1,0,Managers,1.0
5010600,F,N,Y,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,-10980,-321,1,0,0,0,,2.0
5010601,M,Y,Y,0,109100.0,State servant,Secondary / secondary special,Married,House / apartment,-21091,-10288,1,1,0,0,Core staff,2.0
5010602,M,Y,Y,0,684100.0,Working,Secondary / secondary special,Single / not married,With parents,-15959,-4530,1,1,0,0,,1.0
5010603,M,N,Y,2,187400.0,Working,Secondary / secondary special,Married,House / apartment,-16066,-4073,1,0,1,0,Core staff,4.0
5010604,F,Y,Y,0,222500.0,Working,Secondary / secondary special,Married,House / apartment,-19088,-5430,1,0,0,0,Managers,2.0
5010605,F,Y,Y,0,140000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-8114,-142,1,0,1,0,,2.0
5010606,F,Y,Y,1,392200.0,Working,Higher education,Married,House / apartment,-8743,-565,1,0,0,0,Laborers,3.0
5010607,M,N,N,1,165200.0,Working,Secondary / secondary special,Separated,Co-op apartment,-13274,-1694,1,0,0,0,,2.0
5010608,M,N,N,1,191000.0,Working,Secondary / secondary special,Married,House / apartment,-14917,-2926,1,0,0,0,Core staff,3.0
5010609,F,N,Y,2,283600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15157,-7657,1,0,0,0,Medicine staff,4.0
5010610,F,N,N,0,143400.0,Working,Secondary / secondary special,Married,House / apartment,-19667,-3933,1,0,1,0,Laborers,2.0
5010611,M,N,Y,2,223300.0,Working,Higher education,Civil marriage,House / apartment,-7318,-711,1,0,0,0,Sales staff,4.0
5010612,M,Y,Y,1,492200.0,Working,Secondary / secondary special,Separated,House / apartment,-24821,-15481,1,0,0,0,Cooking staff,2.0
5010613,M,Y,Y,0,302400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10492,365243,1,0,0,0,,2.0
5010614,F,N,N,0,260600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11846,-4962,1,0,0,0,Core staff,1.0
5010615,F,Y,N,0,271800.0,Working,Higher education,Married,House / apartment,-23844,-750,1,0,1,0,Laborers,2.0
